Titel,Ondertitel,Description1,Description2,Genre,ID,Planning ID
VOORUIT HOP,,"Gratis dansnamiddag in het Vooruit Café
\
Zet je beste dansbeentjes voor, want de Gentse Hoppers zetten opnieuw het Vooruit Café op stelten. Lindy hop, charleston, balboa of tap? Kom meedoen met deze gratis dansnamiddagen. De Gentse Hoppers voorzien enkele kwalitatieve dj’s, de stoelen en tafels gaan aan de kant en de rest gaat gewoon vanzelf. Dansen!
\
Gentse Hoppers is een vereniging die verschillende dansactiviteiten organiseert. Swing, lindy hop, authentic jazz, balboa, shag, tap of andere stijlen uit de jaren 20, 30 en 40: het kan allemaal. Alle info vind je terug op gentsehoppers.com.",,"Feest,Workshop",12720,19190895873-1502193353
The Wild Brunch,The Italian edition,"opgelet: The Italian Brunch is uitverkocht, voor de Anti-Maffia-Talks (pakkende getuigenissen over de maffia, 14:00 - 17:00) zijn er nog tickets beschikbaar.  
\
 
\
Homemade brunchbuffet Italian style
\
Voor de derde editie van The Wild Brunch trekken we naar Italië: het land van heerlijke wijnen, pasta, pizza op duizend-en-een wijzen én van de (anti)maffia! We toveren het Vooruit Café om tot een plek met prettige verrassingen, artistieke én culinaire experimenten, overgoten met een (h)eerlijke Italiaanse saus. En uiteraard kan je proeven van een geweldig lekker brunchbuffet: de Vooruit-chefs gaan aan de slag met producten van de anti-maffia coöperatieve Libera Terra.
\
Schuif je voeten onder tafel en haal je beste Italiaans boven. Buon appetito! 
\
Na de brunch volgt Anti Maffia Talks, een debat met pakkende getuigenissen over de strijd tegen de maffia. Meer info én reserveren hier. 
\
 ","zo 03.12 - 11:00 Vooruit Café
\
food / performance
\
€20 / 9 (-12 j) / gratis (-6 j) - incl welkomstdrankje
\
 
\
ten laatste aanschuiven om 12:30, einde rond 14:00 - kinderen jonger dan 6 jaar: gratis, maar wel even op voorhand doorgeven via info@vooruit.be ",Food,12722,4699764481-1494404319
Anti-Maffia Talks,,\N,,\N,12724,4820134145-1494404467
Boris Van Severen & Jonas Vermeulen / CAMPO,The only way is UP,"“Gewoon: wow” - De Morgen
\
“Better a ‘Has Been’ than a ‘Never Was’.” - Tony in ‘The Up Series’ (BBC)
\
Na hun felgesmaakte debuut ’The Great Downhill Journey of Little Tommy’ gooien Boris Van Severen en Jonas Vermeulen het over een andere boeg. Deze keer geen rockband die de zelfgeschreven soundtrack van hun nieuwe voorstelling speelt, wel twee dj booths die live muziek én neon quotes tegen elkaar op samplen. Een elektro-opera, geïnspireerd door onder meer ’The Up Series’ (BBC).
\
In ’The only way is UP’ komen verschillende hoofdpersonages aan het woord op verschillende sleutelmomenten in hun leven: het kind, de puber, de jongvolwassene en de dertiger, veertiger en vijftiger. Hoezeer verandert je houding tegenover bepaalde thema’s naarmate je ouder wordt? In hoeverre is de manier waarop je in het leven staat al van jongs af aan bepaald? En bestaat er een manier om ouder worden niet langer als een eliminatie van mogelijkheden te beschouwen, maar als iets om naar uit te kijken?
\
Boris en Jonas zoeken het uit in een voorstelling over alledaagse dingen, in een surreëel universum dat alles wegheeft van een langgerekte lsd-trip.
\

\
    “Er is weinig theater waarbij je vermoeid binnengaat en buiten komt met een enorme energiekick én met het gevoel dat er zich nog een hele nacht, een heel leven voor je uitstrekt.” - De Morgen, Evelyne Coussens 
\
    “Eindelijk eens theater - 'elektro-opera' noemen de heren het - voor een publiek dat niet dweept met Bach maar wel met Daft Punk en Air. ****” - Knack Focus, Els Van Steenberghe
\
    “Twee muzikanten, vier personages en een dozijn funky elektrorocksongs: The only way is up reikt naar de sterren en wordt gegarandeerd een nieuwe theaterhit. ****” - De Standaard, Filip Tielens
\
    “Vermeulen en Van Severen zijn duidelijk in hun element achter hun draaitafels en exploreren met een brede glimlach wat weleens een nieuw kunstgenre zou kunnen worden. ***” - Het Nieuwsblad, Magali Degrande
\
     “Een zintuigprikkelende voorstelling waarbij je bij het verlaten van de zaal je eigen leven best kan relativeren.” - Tumult.fm - Laura Arens
\

\
 
\
The only way is UP trailer from CAMPO on Vimeo
\
 
\

\
 ","do 15.03 (19:30), vr 16.03 (20:30) & za 17.03 (19:00) - CAMPO victoria
\
theater / performance
\
€14 / 10 / 9
\
ENG
\
60 min
\
#jagp","Muziektheater,Performance,Theater",12726,10238514177-1505895357
Pol Heyvaert / Kim Noble / Jakob Ampe,Wild Life FM,"Pijnlijk eerlijke live radio
\
Een jaar geleden gingen regisseur Pol Heyvaert, muzikant Jakob Ampe (The Germans) en het Britse enfant terrible Kim Noble in Norfolk (UK) aan de slag. Ze gingen na bij tieners en jonge singer-songwriters wat voor impact muziek heeft op hun leven. Dat resulteerde in de voorstelling ‘Wild Life’, in 2016 te zien op het Norfolk & Norwich Festival. Het trio putte hiervoor uit het leven van de jongeren, uit de liedjes die ze schrijven en uit wetenschappelijke verklaringen van hoe de hersenen van tieners werken.
\
Voor ‘Wild Life FM’ werken de drie samen met Britse en lokale muzikale talenten. Een grappige, schone, brutale en pijnlijk eerlijke live radio-voorstelling. Zelfgeschreven nummers en soundbites uit het dagelijkse leven vormen de achtergrond waartegen de makers scherpe waarheden blootleggen. Wat betekent het om nu jong te zijn? Welke complexe kronkels zitten er in een tienerhoofd? En wat is de impact van vooral verdrietige muziek op hun leven?
\
Een grappige, schone, brutale en pijnlijk eerlijke live radio-voorstelling. Herbeleef de ‘Wild Life FM’-avonden ook achteraf, in een reeks online beschikbare podcasts. Alvast een voorsmaakje.
\
 ","do 15.03 (21:00), vr 16.03 (22:00) & za 17.03 (20:30) - CAMPO nieuwpoort
\
performance / Belgische première
\
€14 / 10 / 9
\
#jagp","Performance,Première,Theater",12728,16491317505-1505943177
Circuit des Yeux / support TALSounds,,"Een van de meest originele stemmen van haar generatie
\
 
\
Circuit des Yeux / TALSounds
\
 
\
++++
\
Circuit des Yeux
\
“An album bursting with ambition, alternating between moments of intimate beauty and stretches of dense, disorienting fog”: Pitchfork is behoorlijk enthousiast over het nieuwe, pas verschenen album van Circuit des Yeux. Na een tussenstop als haar countryeske alter ego Jackie Lynn is de in Chicago residerende Haly Fohr terug in haar bekendste verschijningsvorm. Op ‘Reaching for Indigo’ verbindt Fohr het cerebrale met het fysieke, met als opvallendste gereedschap haar unieke-vier-octaven stem.
\
Circuit des Yeux prijkte in 2015 op zowat alle eindejaarslijstjes met het magistrale ‘In Plain Speech’ - check deze ‘Do The Dishes’ als je nog niet overtuigd was. Met haar nieuwe album bewijst de Amerikaanse nog een keertje een van de meest originele stemmen van haar generatie te zijn. Vooruitgestuurde single ‘Paper Bag’ is vintage Circuit des Yeux: 
\
ambient aanloopje dat uitmondt in een beklijvende song waarin Fohrs bariton de hoofdrol speelt. Denk aan het bastaardkind van Nico en Scott Walker en je komt aardig in de buurt.
\
Fohr werkte in het verleden samen met ronkende namen als Glenn Branca, Lee Ranaldo, Bill Orcutt en Bonny ‘Prince’ Billy. Op haar vijfde langspeler wordt ze ondersteund door een full band, met leden van Bitchin Bajas en CAVE. In Vooruit speelt ze haar enige show in 2018 op Vlaamse bodem.
\

\

\
 
\
++++
\
TALsounds
\
Natalie Chami verkent sinds 2009 onder haar alias TALsounds de wereld van drone, ambient en electro-akoestische improvisatie. Live verweeft ze analoge synthesizers met meanderende loops, en beklijvende vocals met chorale harmonieën. Door middel van een batterij effectpedalen en oscillators creëert TALsounds een uniek, meditatief universum, waarin de grens tussen hypnotiserende ambient en noise-uitbarstingen flinterdun is.
\
Na een reeks van tape releases op labels als Hausu Mountain en Moog, liet Chami als TALsounds haar eerste LP, ‘Love Sick’ (Ba Da Bing Records), op de wereld los. Als lid van het free music trio Good Willsmith releaste ze acht albums, zoals  langspelers ‘The Honeymoon Workbook’ (2014) en ‘Things Our Bodies Used To Have’ (2016). Chami is ook de helft van ambient duo l'eternebre.
\

\
 ","do 15.02 - 20:00 Balzaal (doors)
\
concert
\
 
\
De voorverkoop voor dit concert is afgesloten, er zijn wel nog tickets aan de avondkassa (vanaf 19:45) voor € 13.
\
 ","Concert,Elektronica,Pop",12730,12036199681-1507042031
King Gizzard & The Lizard Wizard,,"Tickets zijn te koop vanaf vrijdag 27.10, 11:00.
\
King Gizzard & The Lizard Wizard zou wel eens koploper kunnen zijn in de eerste klasse van meest hardwerkende bands. De Australische garagerockers brachten op vijf jaar tijd al 11 (!) albums uit. De niet-studiotijd vullen ze op met touren rond de aardbol. Dit jaar pakt de groep het nóg uitdagender aan: ze beloofden de fans om víjf platen te releasen, en dat lijkt aardig te lukken.
\
Eerst was er het Oosters-getinte, psychedelische Flying Microtonal Banana, gevolgd door het opgefokte, koortsdroomachtige Murder Of The Universe. Een jazzplaat kon ook niet achterwege blijven, vond de zevenkoppige machine. Daarom lieten ze Sketches of Brunswick East op de wereld los, samen met de kompanen van Mild High Club. Intussen staat Polygondwanaland al in de steigers, waarop alweer een nieuw geluid te horen is: single ‘Crumbling Castle’ combineert zowat al het vorige, maar giet daar nog een scheut elektronisch geïnspireerde kraut overheen.
\
Live steevast het equivalent van een muzikale wervelwind, gestuwd door een retestrak drummersduo en de hitsige, aanstekelijke vocals van frontman Stu McKenzie. Hedendaagse garage opgefleurd met prog-, glam- en bluesrock: dit hoorde je zelfs Ty Segall en Oh Sees nog niet doen. 
\

\
 
\

\
mild high club is de band rond Alexander Brettin. In de lijn van Mac DeMarco, Conan Mockasin en Ariel Pink maakt de LA-based band zonnige slackerrock en lofi psychpop. Intussen hebben ze twee fijne platen uit, met Skiptracing als laatste wapenfeit. Clash Magazine: ""Expertly faded in drums, festive percussion, and jangly guitars all feel organic and inviting, and Brettin’s vocal melodies blend in seamlessly"" (7/10).
\

\

\
     
\

\

\
 ","wo 28.02 - 19:30 Concertzaal (doors)
\
concert 
\
€22 /  19,75 (vvk, inclusief reservatiekosten)
\
 
\
#tegast","Concert,Rock",12732,14967524097-1481572072
Melanin Music,,"Melanin Music is een concept dat Afrobeats in kaart brengt in België, onze 5de editie vindt plaats in de iconische Vooruit met één paar van de beste Afrobeats Deejays in Benelux. Er zullen danseressen aanwezig zijn op ons podium, tijdelijke installaties speciaal op maat gemaakt voor dit event.. maar ontdek het vooral zelf.","za 03.03 - 23:00 Balzaal
\
tickets: €10 ","Party,#Nightlife,Feest",12734,10134259201-1507110575
Jasper Steverlinck,,"Het gaat goed met Jasper Steverlinck. De Leonard Cohen Radio 1 sessie op 6 november in Capitole (Gent) - waar hij aan deelneemt - is ondertussen volzet. Nu ook zijn concert van 19 december in Handelsbeurs (Gent) uitverkocht is, speelt Steverlinck nog een extra show. Zijn langverwachte album verschijnt volgend jaar in maart en wordt voorgesteld in Vooruit.
\
Zijn meest recente album 'Night Prayer' verscheen op 23 maart en werd voorgesteld in Vooruit. Het is niet zijn eerste solodebuut, maar wel het eerste album met zijn eigen nummers. Steverlinck startte voor het maken van het album een samenwerking met Jake Gosling, de man achter Ed Sheeran en Lady Gaga. De nummers klonken goed, maar toch had hij er geen goed gevoel bij. Daarom begon hij volledig van vooraf aan met de Vlaamse producer Jean Blaute, zonder wie de Vlaamse popmuziek gestopt zou zijn in 1972.
\
Muzine beschrijft het nieuwe album zo: ""Hoogtepunten zijn het bloedstollend mooie That’s Not How Dreams Are Made, het op piano en strijkers gefundeerde Sad Reminders, en de titeltrack, met zijn heerlijke instrumentale outro waarbij de drums voor het eerst echt los mogen gaan. Jasper Steverlinck toont zich op Night Prayer opnieuw als een zeldzaam oorspronkelijk liedjesschrijver, behept met een stem die hij zijn strot uit duwt zonder dat het moeite lijkt te kosten en waarmee hij de essentie van zijn liedjes van een gouden randje voorziet.""
\
 
\","19:30 DOORS
\
20:30 JASPER STEVERLINCK
\
 €28 / 25,75 (vvk, inclusief reservatiekosten)
\
 
\
#tegast",Pop,12736,13701215489-1491577144
Jong Gewei,Studio Sindbad,"Eerste toonmoment van jong theatergezelschap
\
Wat hebben we nodig om ons ergens thuis te voelen? 
\
Waar kunnen we zijn wie we willen zijn? 
\
Wat kan een foto vertellen dat in woorden niet te vatten is?
\
In Studio Sindbad, het atelier van een fotograaf, worden onze diepste geheimen op film vastgelegd. En vergeet die selfies maar: deze foto's belanden beter niet op het internet. ‘Studio Sindbad’ is een onderzoek dat Jong Gewei, de junior league van theatergezelschap Kloppend Hert, voor het eerst deelt met een publiek. Dat onderzoek is te zien bij achtereenvolgens Bij' De Vieze Gasten (za 04.11) , Larf! (zo 12.11) en Vooruit (di 21.11).
\
Jong Gewei is een artistiek platform voor iedereen vanaf 16 jaar. Een groep jongeren komt tweewekelijks bijeen bij de sociaal-artistieke organisatie Bij’ De Vieze Gasten in de Brugse Poort. In die ateliers zoeken mensen van uiteenlopende achtergronden samen uit waar hun talenten liggen, zowel op als naast de scène. Binnen Jong Gewei brengen de jongeren hun individuele verhalen samen en leggen samen de puzzel van een nieuwe, gedeelde wereld.","di 21.11 - 20:00 Minard
\
theater / performance / / #stadsproject
\
gratis, maar reserveren via de link bovenaan","Performance,#Stadsatelier,Theater",12738,20171121 Sindbad
Vooruit & Kraak present Eastern Daze IV,Vooruit & Kraak present Eastern Daze IV,\N,,\N,12740,1617025281-1499140558
Jong Gewei,Studio Sindbad, hhbhbhbhbh,,\N,12744,6569493505-1483099463
Mestizo Arts Festival - Enrica Camporesi & Elena Mazzi,Performing the Self / The Interview,"Intiem dialoog over geloofwaardigheid & vertrouwen
\
Hoeveel vertrouwen heb je nodig om iemand een uur op je kind te laten passen? Om iemand aan te stellen als poetsvrouw in je kantoor? Hoe kan je nagaan of iemand geloofwaardig genoeg is (en wat is dan genoeg) om je huissleutels te krijgen? Om met je auto te mogen rijden? Om je psycholoog te kunnen zijn? Is een vrouw geloofwaardig als zij liegt over haar leeftijd? Een tiener die verzwijgt dat hij geadopteerd is? Een man die liegt over zijn salaris tegen zijn echtgenote? Kunnen we vertrouwen hebben in ons vertrouwen?
\
Een man en een vrouw zitten tegenover elkaar. Een protection officer en een asielzoeker wachten op de tolk. Er komt een gesprek op gang. Ze flirten, filosoferen en onthullen hun wederzijdse verwachtingen.
\
‘Performing the self - the interview” is een intiem dialoog over geloofwaardigheid, vertrouwen, wederzijdse verwachtingen en het uitbeelden van je eigen waarheid. Wat als deze ondervraging een maker of breker is in het leven van de asielzoeker? Enrica Camporesi en Elena Mazzi toonden het eerste ontwerp van hun voorstelling als Work In Progress op #MAF16.
\
Enrica Camporesi is van opleiding Arabist en onderzoekt sinds 2010 het gebruik in theater van mondelinge getuigenissen over historische feiten waar geen eenduidige geschiedschrijving van bestaat. Vertrekkende van de theaterscène in het naoorlogse Libanon, concentreerde ze zich de laatste jaren over de getuigenissen van vluchtelingen in Europa. Sinds maart 2015 werkt ze in Antwerpen als leerkracht maatschappelijke oriëntatie voor Arabischtalige nieuwkomers en vluchtelingen. Daarnaast werkte ze in Italië, Frankrijk, Libanon en Egypte als vertaalster, PR-manager en theatermaker.
\
Elena Mazzi is beeldend kunstenaar. Haar werk handelt over de relatie tussen de mens en het milieu waarin hij leeft en dagelijks mee moet afrekenen. Met een antropologische aanpak, onderzoekt en documenteert ze via optredens, video-installaties, kunstboeken en andere media, een identiteit die zowel persoonlijk als collectief is. Mazzi verbindt kunst, architectuur, sociologische en geografische kwesties met een origineel perspectief op de dagelijkse aspecten van het sociale leven.","wo 29.11 - 20:00 De Expeditie
\
performance / première
\
€7, reserveren via reservatie@victoriadeluxe.be 
\
ENG / ARA - NED ondertiteling 
\
#MAF17","Performance,Première",12746,3670625281-1507622556
